Name;IATA;ICAO;Callsign;Country
Casper Air Service;;CSP;CASPER AIR;United States
Caspian Airlines;RV;CPN;CASPIAN;Iran
Castle Aviation;;CSJ;CASTLE;United States
Cat Aviation;;CAZ;EUROCAT;Switzerland
CATA L;;CTZ;CATA;Argentina
Catalina Flying Boats;;CBT;CATALINA AIR;United States
Catex;;TEX;CATEX;France
Cathay Pacific;CX;CPA;CATHAY;Hong Kong SAR of China
Catovair;OC;\N;CATOVAIR;Mauritius
Caucasus Airlines;NS;\N;;Georgia
Caverton Helicopters;;CJR;CAVERTON AIR;Nigeria
Cayman Airways;KX;CAY;CAYMAN;Cayman Islands
CB Airways UK ( Interliging Flights );1F;CIF;;United Kingdom
CBM America;;XBM;AIRMAX;United States
CCF Manager Airline;;CCF;TOMCAT;Germany
CCML Airlines;CB;CCC;;Colombia
Cebu Pacific;5J;CEB;CEBU AIR;Philippines
Cecil Aviation;;CIL;CECIL;United Kingdom
CEDTA (Compania Ecuatoriana De Transportes Aereos);;CED;CEDTA;Ecuador
Cega Aviation;;CEG;CEGA;United Kingdom
CEIBA Intercontinental;;CEL;CEIBA LINE;Equatorial Guinea
Cello Aviation;;CLJ;CELLOJET;United Kingdom
Celtic Airways;;CEC;CELTAIR;United Kingdom
Celtic West;;CWE;CELTIC;United Kingdom
Centavia;7N;CNA;;Serbia
Cente D'Essais En Vol;;CEV;CENTEV;France
Centennial Airlines;;CNL;WYO-AIR;United States
Centennial Flight Centre;;CNS;CENTENNIAL;Canada
Center Vol;;CVO;CENTERVOL;Spain
Center-South;;CTS;CENTER-SOUTH;Russia
Centrafrican Airlines;;CET;CENTRAFRICAIN;Central African Republic
Central Air Express;;CAX;CENTRAL EXPRESS;Democratic Republic of Congo
Central Airlines;;CTL;CENTRAL COMMUTER;United States
Central Airways;;CNY;CENTRAL LEONE;Sierra Leone
Central American Airlines;;ACN;AEROCENTRO;Nicaragua
Central Aviation;;YOG;YOGAN AIR;United States
Central Connect Airlines;;CCG;;Czech Republic
Central De Discos De Reynosa;;DRN;DISCOS REYNOSA;Mexico
Central European Airlines;;CMA;EUROCENTRAL;Czech Republic
Central Flying Service;;CHA;CHARTER CENTRAL;United States
Central Mongolia Airways;;CEM;CENTRAL MONGOLIA;Mongolia
Central Mountain Air;;GLR;GLACIER;Canada
Central Queensland Aviation College;;CQC;;Australia
Central Skyport;;CSI;SKYPORT;United States
Centralwings;C0;CLW;CENTRALWINGS;Poland
Centre Airlines;;DTV;DUTCH VALLEY;United States
Centre of Applied Geodynamica;;CGS;GEO CENTRE;Russia
Centre-Avia;J7;CVC;AVIACENTRE;Russia
Centro de Formacion Aeronautica de Canarias;;ACF;FORCAN;Spain
Centro De Helicopteros Corporativos;;CCV;HELICORPORATIVO;Mexico
Centurion Air Cargo;WE;CWC;CHALLENGE CARGO;United States
Century Aviation;;URY;CENTURY AVIA;Mexico
Century Aviation International;;HAI;;Canada
Certified Air Dispatch;;XAD;;United States
Cetraca Aviation Service;;CER;CETRACA;Democratic Republic of the Congo
Chabahar Airlines;;IRU;CHABAHAR;Iran
Chalair Aviation;;CLG;CHALLAIR;France
Chalk's Ocean Airways;OP;CHK;CHALKS;United States
Challenge Air Transport;;CLS;AIRISTO;Germany
Challenge Aviation;;CHS;CHALLENGE AVIATION;Australia
Challenge International Airlines;;OFF;CHALLENGE AIR;United States
Champagne Airlines;;CPH;CHAMPAGNE;France
Champion Air;MG;CCP;CHAMPION AIR;United States
Chanchangi Airlines;;NCH;CHANCHANGI;Nigeria
Changan Airlines;2Z;CGN;CHANGAN;China
Channel Island Aviation;;CHN;CHANNEL;United States
Chantilly Air;;WML;MARLIN;United States
Chaparral Airlines;;CPL;CHAPARRAL;United States
Chari Aviation Services;S8;CSU;CHARI SERVICE;Chad
Charlan Air Charter;;CAH;CHARLAN;South Africa
Charlie Hammonds Flying Service;;HMD;HAMMOND;United States
Charlotte Air National Guard;;CGD;;United States
Charter Air;;CHW;CHARTER WIEN;Austria
Chartright Air;;HRT;CHARTRIGHT;Canada
Chautauqua Airlines;RP;CHQ;CHAUTAUQUA;United States
CHC Airways;AW;SCH;;Netherlands
CHC Denmark;;HBI;HELIBIRD;Denmark
CHC Helicopters;;HEM;HEMS;Australia
CHC Helikopter Service;;HKS;HELIBUS;Norway
CheapFlyingInternational;WL;FQR;cheapflying;France
Cheboksary Airenterprise JSC;;CBB;CHEBAIR;Russia
Chemech Aviation;;CHM;;Pakistan
Cherline;;CHZ;CHERL;Russia
Chernomor-Avia;;CMK;CHERAVIA;Russia
Cherokee Express;;CBM;BLUE MAX;United States
Cherry Air;;CCY;CHERRY;United States
Chesapeake Air Service;;CAB;CHESAPEAKE AIR;United States
Chevron U.S.A;;CVR;CHEVRON;United States
Cheyenne Airways;;CYA;CHEYENNE AIR;United States
Chicago Air;;CGO;WILD ONION;United States
Chicago Express;C8;WDY;WINDY CITY;United States
Chicago Express (C8);C8;\N;;United States
Chief Rat Flight Services;;RAT;RIVERRAT;South Africa
Chilchota Taxi Aereo;;CCH;CHILCHOTA;Mexico
Chilcotin Caribou Aviation;;DES;CHILCOTIN;Canada
Chilliwack Aviation;;CAD;CHILLIWACKAIR;Canada
Chim-Nir Aviation;;ETN;CHMINIR;Israel
China Airlines;CI;CAL;DYNASTY;Taiwan
China Cargo Airlines;CK;CKK;CARGO KING;China
China Eastern Airlines;MU;CES;CHINA EASTERN;China
China Express Airlines;;HXA;CHINA EXPRESS;China
China Flying Dragon Aviation;;CFA;FEILONG;China
China General Aviation Corporation;;CTH;TONGHANG;China
China National Aviation Corporation;;CAG;CHINA NATIONAL;China
China Northern Airlines;CJ;CBF;CHINA NORTHERN;China
China Northwest Airlines;WH;CNW;CHINA NORTHWEST;China
China Northwest Airlines (WH);WH;\N;;China
China Ocean Helicopter Corporation;;CHC;CHINA HELICOPTER;China
China Postal Airlines;8Y;CYZ;CHINA POST;China
China Southern Airlines;CZ;CSN;CHINA SOUTHERN;China
China Southwest Airlines;;CXN;CHINA SOUTHWEST;China
China SSS;9C;\N;;China
China United;KN;\N;;China
China United Airlines;HR;CUA;LIANHANG;China
China Xinhua Airlines;XO;CXH;XINHUA;China
Chinguetti Airlines;;CGU;CHINGUETTI;Mauritania
Chipola Aviation;;CEP;CHIPOLA;United States
Chippewa Air Commuter;;CPW;CHIPPEWA-AIR;United States
Chitaavia;X7;CHF;CHITA;Russia
Choice Airways;;CSX;;United States
Chongqing Airlines;OQ;CQN;CHONG QING;China
Christman Air System;;CAS;CHRISTMAN;United States
Christophorus Flugrettungsverein;;OEC;CHRISTOPHORUS;Austria
Chrome Air Services;;CHO;CHROME AIR;United States
Church Aircraft;;CHU;CHURCHAIR;United States
Church Fenton Flying Training Unit;;CFN;CHURCH FENTON;United Kingdom
Ciao Air;99;\N;;Italy
Ciel Canadien;YC;YCC;Ciel;Canada
Cielos Airlines;A2;CIU;CIELOS;Peru
Cimber Air;QI;CIM;CIMBER;Denmark
Cirrus;;RRU;HELICIRRUS;Chile
Cirrus Air;;NTS;NITE STAR;United States
Cirrus Airlines;C9;RUS;CIRRUS AIR;Germany
Cirrus Middle East;;JTI;;Lebanon
Citationshares;;FIV;FIVE STAR;United States
Citibank;;XCX;;United States
Citic General Aviation;;HZX;ZHONGXIN;China
Citilink Indonesia;QG;\N;SUPERGREEN;Indonesia
CI-Tours;;VCI;CI-TOURS;Ivory Coast
City Airline;CF;SDR;SWEDESTAR;Sweden
City Airways;E8;GTA;CITY AIR;Thailand
City Connexion Airlines;G3;CIX;CONNEXION;Burundi
City of Bangor;;XBG;;United States
Cityair (Chester) Limited;;CAQ;AIR CHESTER;United Kingdom
City-Air Germany;;CIP;;Germany
Cityfly;;CII;CITYFLY;Italy
CityJet;WX;BCY;CITY-IRELAND;Ireland
Cityline Hungary;;CNB;CITYHUN;Hungary
Citylink Airlines;;HSR;HOOSIER;United States
Civair Airways;;CIW;CIVFLIGHT;South Africa
Civil Air Patrol South Carolina Wing;;BKR;BOX KAR;United States
Civil Air Transport;CT;CAT;Mandarin;Taiwan
Civil Aviation Authority;;CIA;CALIMERA;Slovakia
Civil Aviation Authority of New Zealand;;CIV;CIVAIR;New Zealand
Civil Aviation Inspectorate of the Czech Republic;;CBA;CALIBRA;Czech Republic
CKC Services;;CKC;;United States
Claessens International Limited;;FMC;CLAESSENS;United Kingdom
Clark Aviation;;CLK;CLARKAIR;United States
Clasair;;CSF;CALEDONIAN;United Kingdom
Clay Lacy Aviation;;CLY;CLAY-LACY;United States
Click (Mexicana);QA;\N;;Mexico
Click Airways;;CGK;CLICK AIR;Kyrgyzstan
Cloud 9 Air Charters;;CLZ;CLOUDLINE;South Africa
Clowes Estates Limited;;CLD;CLOWES;United Kingdom
Club 328;;SDJ;SPACEJET;United Kingdom
Club Air;6P;ISG;CLUBAIR;Italy
CM Stair;;CMZ;CEE-EM STAIRS;Mauritania
CNET;;CNT;KNET;France
COAPA AIR;;OAP;COAPA;Mexico
Coast Air;BX;CST;COAST CENTER;Norway
Coastal Air;DQ;;U.S. Virgin Islands;United States
Coastal Air Transport;;TCL;TRANS COASTAL;United States
Coastal Airways;;CNG;SID-AIR;United States
Coastal Travels;;CSV;COASTAL TRAVEL;Tanzania
COBALT;;FCB;COBALT;Cyprus
Cohlmia Aviation;;CHL;COHLMIA;United States
Colaereos;;OLR;COLAEREOS;Ecuador
Colemill Enterprises;;CLE;COLEMILL;United States
Colgan Air;9L;CJC;COLGAN;United States
Colibri Aviation;;CAE;HUMMINGBIRD;Canada
Colt International;;CCX;;United States
Coltishall Flying Training Unit;;COH;COLT;United Kingdom
Columbia Airlines;;COL;COLAIR;Canada
Columbia Helicopters;;WCO;COLUMBIA HELI;United States
Columbus Air Transport;;KLR;KAY-LER;United States
Colvin Aviation;;GHP;GRASSHOPPER EX;United States
Comair;OH;COM;COMAIR;United States
Comair;MN;CAW;COMMERCIAL;South Africa
COMAV;;PDR;SPEEDSTER;Namibia
Comed Group;;CDE;COMEX;United Kingdom
Comeravia;;CVV;COMERAVIA;Venezuela
Comercial Aerea;;CRS;COMERCIAL AEREA;Mexico
Comet Airlines;;CMG;SUNSPY;Nigeria
Comfort Air;;FYN;FLYNN;Germany
Comfort Express Virtual Charters;;CEO;;United States
Comfort Express Virtual Charters Albany;;EVC;Comfort Express;United States
Comlux Aviation;;CLA;COMLUX;Switzerland
Commair Aviation;;CMH;COMMODORE;United Kingdom
Commandement Du Transport Aerien Militaire Francais;;CTM;COTAM;France
Commander Air Charter;;CML;COMMANDAIR;Canada
Commander Mexicana;;CRM;COMMANDERMEX;Mexico
Commercial Aviation;;CMS;ACCESS;Canada
Commodore Aviation;;GAR;;Australia
Commonwealth Jet Service;;CJS;COMMONWEALTH;United States
CommutAir;C5;UCA;COMMUTAIR;United States
Comores Airlines;KR;CWK;CONTICOM;Comoros
Compagnia Generale Ripreseaeree;;CGR;COMPRIP;Italy
Compagnie Aerienne du Mali;;CMM;CAMALI;Mali
Compagnie Africaine d\\'Aviation;E9;\N;AFRICOMPANY;Congo (Kinshasa)
Compagnie de Bauxites de Guinee;;GIC;CEBEGE;Guinea
Compagnie Mauritanienne Des Transports;;CPM;;Mauritania
Compangnie Nationale Naganagani;;BFN;;Burkina Faso
Compania Aerea de Valencia;;AIF;;Spain
Compania Aerotecnicas Fotograficas;;ATF;AEROTECNICAS;Spain
Compania Boliviana de Transporte Aereo Privado Aerosur;;ASU; S.A.;ASUR
Compania De Actividades Y Servicios De Aviacion;;LCT;STELLAIR;Spain
Compania de Aviacion Faucett;;CFP;;Peru
Compania de Servicios Aereos Tavisa;;TAV;TAVISA;Spain
Compania Ejecutiva;;EJV;EJECUTIVA;Mexico
Compania Helicopteros Del Sureste;;HSE;HELISURESTE;Spain
Compania Mexicana De Aeroplanos;;MDR;AEROPLANOS;Mexico
Compania Mexicargo;GJ;MXC;MEXICARGO;Mexico
Compania Transportes Aereos Del Sur;;HSS;TAS HELICOPTEROS;Spain
Company Flight;;CYF;COMPANY FLIGHT;Denmark
Compass Airlines;CP;CPZ;Compass Rose;United States
Compass Airlines (Australia);;CYM;Compair;Australia
Compass International Airways;;CPS;COMPASS;United Kingdom
Compuflight Operations Service;;XCO;;United States
Compuserve Incorporated;;XCS;;United States
Comtel Air;;COE;;Austria
Conair Aviation;;CRC;CONAIR-CANADA;Canada
Concordavia;;COD;CONCORDAVIA;Ukraine
Condor;;CIB;CONDOR BERLIN;Germany
Condor Aero Services;;CNR;CONAERO;United States
Condor Flugdienst;DE;CFG;CONDOR;Germany
Confort Air;;COF;CONFORT;Canada
Congo Air;;CAK;;Bahamas
Congo Express;XZ;\N;EXPRESSWAYS;Congo (Kinshasa)
Congressional Air;;CGA;CONGRESSIONAL;United States
Conifair Aviation;;ROY;;Canada
Coningsby Flying Training Unit;;CBY;TYPHOON;United Kingdom
Connectair Charters;;BSN;BASTION;Canada
ConneX European Airline;;2CO;ConneX;Austria
Conquest Airlines;;CAC;CONQUEST AIR;United States
Conroe Aviation Services;;CXO;CONROE AIR;United States
Consorcio Aviaxsa;6A;CHP;AVIACSA;Mexico
Consorcio Helitec;;VCH;CONSORCIO HELITEC;Venezuela
Constanta Airline;;UZA;CONSTANTA;Ukraine
Contact Air;C3;KIS;CONTACTAIR;Germany
Contel ASC;;XCL;;United States
Continental Airlines;CO;COA;CONTINENTAL;United States
Continental Airways;PC;PVV;CONTAIR;Russia
Continental Express;CO;;JETLINK;United States
Continental Micronesia;CS;CMI;AIR MIKE;United States
Continental Oil;;CON;CONOCO;United States
Conviasa;V0;VCV;CONVIASA;Venezuela
Cook Inlet Aviation;;CKA;COOK-AIR;United States
Cook Island Air;KH;\N;;Cook Islands
Cooper Aerial Surveys;;SVY;SURVEYOR;United Kingdom
Copa Airlines;CM;CMP;COPA;Panama
Copenhagen Airtaxi;;CAT;AIRCAT;Denmark
Copenhagen Express;0X;CX0;Copex;Denmark
Copper State Air Service;;COP;COPPER STATE;United States
Copterline;;AAQ;COPTERLINE;Finland
Coptrade Air Transport;;CCW;COPTRADE AIR;Sudan
Corendon Airlines;;CAI;CORENDON;Turkey
Coronado Aerolineas;;CRA;CORAL;Colombia
Corpac Canada;;CPB;PENTA;Canada
Corporacion Aereo Cencor;;CNC;CENCOR;Mexico
Corporacion Aeroangeles;;CPG;CORPORANG;Mexico
Corporacion Paraguaya De Aeronautica;;CGY;;Paraguay
Corporate Air;;CPT;AIR SPUR;United States
Corporate Air;;CPR;CORPAIR;United States
Corporate Aircraft Company;;CPO;MOKAN;United States
Corporate Airlink;;COO;CORPORATE;Canada
Corporate Aviation Services;;CKE;CHECKMATE;United States
Corporate Flight International;;VHT;VEGAS HEAT;United States
Corporate Flight Management;;VTE;VOLUNTEER;United States
Corporate Jets;;CJI;SEA JET;United States
Corsairfly;SS;CRL;CORSAIR;France
Corse-Mediterranee;XK;CCM;CORSICA;France
Cosmic Air;F5;COZ;COSMIC AIR;Nepal
Cottesmore Flying Training Unit;;COT;COTTESMORE;United Kingdom
Cougar Helicopters;;CHI;COUGAR;Canada
Coulson Flying Service;;MGB;MOCKINGBIRD;United Kingdom
Country Connection Airlines;;NSW;;Australia
Country International Airlines;;CIK;COUNTRY AIR;Kyrgyzstan
Courier Services;;CSD;DELIVERY;United States
Court Helicopters;;CUT;COURT AIR;South Africa
Court Line;??;???;;United Kingdom
Coval Air;;CVL;COVAL;Canada
Cowi;;COW;COWI;Netherlands
Coyne Aviation;;COY;COYNE AIR;United Kingdom
Cranfield University;;CFD;AERONAUT;United Kingdom
Cranwell Flying Training Unit;;CWL;CRANWELL;United Kingdom
Cree Airways;;CRE;CREE AIR;Canada
Crelam;;ELM;CRELAM;Mexico
Crest Aviation;;CAN;CREST;United Kingdom
CRI Helicopters Mexico;;CRH;HELI-MEX;Mexico
Crimea Universal Avia;;KRM;TRANS UNIVERSAL;Ukraine
Croatia Airlines;OU;CTN;CROATIA;Croatia
Croatian Air Force;;HRZ;CROATIAN AIRFORCE;Croatia
Cross Aviation;;CRX;CROSSAIR;United Kingdom
Crossair Europe;QE;ECC;Cigogne;Switzerland
Crow Executive Air;;CWX;CROW EXPRESS;United States
Crown Air Systems;;CKR;CROWN AIR;United States
Crown Airways;;CRO;CROWN AIRWAYS;United States
Crownair;;CRW;REGAL;Canada
Cruiser Linhas Aereas;;VCR;VOE CRUISER;Brazil
Cruzeiro do Sul Servicos Aereos;;CRZ;;Brazil
Cryderman Air Service;;CTY;CENTURY;United States
Crystal Shamrock;;CYT;CRYSTAL-AIR;United States
CSA Air;;IRO;IRON AIR;United States
CSE Aviation;;CSE;OXFORD;United Kingdom
CTK Network Aviation;;CTQ;CITYLINK;Ghana
Cubana de Aviación;CU;CUB;CUBANA;Cuba
Cumberland Airways (Nicholson Air Service);;CBL;CUMBERLAND;United States
Custom Air Transport;;CTT;CATT;United States
Cygnus Air;;RGN;CYGNUS AIR;Spain
Cyprair Tours;;CYC;CYPRAIR;Cyprus
Cypress Airlines;;CYS;SKYBIRD;Canada
Cyprus Airways;CY;CYP;CYPRUS;Cyprus
Cyprus Turkish Airlines;YK;;;Turkey
Czech Air Force;;CEF;CZECH AIR FORCE;Czech Republic
Czech Air Handling;;AHD;AIRHANDLING;Czech Republic
Czech Airlines;OK;CSA;CSA-LINES;Czech Republic
Czech Government Flying Service;;CIE;CZECHIA;Czech Republic
D & D Aviation;;DDA;DUSTY;United States
D&K Aviation;;DNK;DIRECT JET;United States
Аэросервис;АЯ;\N;;Russia
Daallo Airlines;D3;DAO;DALO AIRLINES;Djibouti
Dagestan Airlines;N2;DAG;DAGAL;Russia
Dahla Airlines;;DHA;;Democratic Republic of Congo
Daimler Chrysler Aviation;;DCS;TWIN STAR;Germany
Daimler-Chrysler;;DCX;DAIMLER;United States
Daka;;DKA;;Kazakhstan
Dala Air Services;;DLR;DALA AIR;Nigeria
Dalavia;H8;KHB;DALAVIA;Russia
Dallas Express Airlines;;DXP;DALLAS EXPRESS;United States
Damascene Airways;;DAS;AIRDAM;Syrian Arab Republic
Dana Air;DA;\N;DANACO;Nigeria
Dan-Air London;;DAN;;United Kingdom
Danbury Airways;;DSA;DANBURY AIRWAYS;United States
Dancopter;;DOP;DANCOPTER;Denmark
Danish Air Force;;DAF;DANISH AIRFORCE;Denmark
Danish Army;;DAR;DANISH ARMY;Denmark
Danish Navy;;DNY;DANISH NAVY;Denmark
Danu Oro Transportas;;DNU;DANU;Lithuania
Danube Wings (V5);V5;\N;;Slovakia
DAP Helicopteros;;DHE;HELIDAP;Chile
Darta;;DRT;DARTA;France
Darwin Airline;0D;DWT;DARWIN;Switzerland
DAS Air Cargo;WD;DSR;DAIRAIR;Uganda
DAS Airlines;;RKC;DAS CONGO;Democratic Republic of the Congo
Dasab Airlines;;DSQ;DASAB AIR;Uganda
Dash Air Charter;;DSH;DASH CHARTER;United States
Dash Aviation;;GOB;PILGRIM;United Kingdom
Dasnair;;DGX;DASNA;Switzerland
Dassault Aviation;;DAB;;France
Dassault Falcon Jet Corporation;;CVF;CLOVERLEAF;United States
Dassault Falcon Service;;DSO;DASSAULT;France
DAT Danish Air Transport;DX;DTR;DANISH;Denmark
DAT Enterprise Limited;;ENT;DATENT;United Kingdom
Data International;;DTN;DATA AIR;Sudan
Date Transformation Corp;;XDT;;United States
Dauair;D5;DAU;DAUAIR;Germany
David Crawshaw Consultants Limited;;DCO;;United Kingdom
Dawn Air;;DWN;DAWN AIR;United States
Daya Aviation;;DAY;DAYA;Sri Lanka
DayJet;;DJS;DAYJET;United States
dba;DI;BAG;SPEEDWAY;Germany
De Havilland;;DHC;DEHAVILLAND;Canada
Deadalos Flugtbetriebs;;IAY;IASON;Austria
Decatur Aviation;;DAA;DECUR;United States
Deccan Aviation;;DKN;DECCAN;India
Deccan Aviation (Lanka);;DLK;DEKKANLANKA;Sri Lanka
Deer Jet;;DER;DEER JET;China
Deere and Company;;JDC;JOHN DEERE;United States
Delaware Skyways;;DWR;DELAWARE;United States
Delta Aerotaxi;;DEA;JET SERVICE;Italy
Delta Air Charter;;SNO;SNOWBALL;Canada
Delta Air Elite;;ELJ;ELITE JET;United States
Delta Air Lines;DL;DAL;DELTA;United States
Delta Engineering Aviation;;KMB;KEMBLEJET;United Kingdom
Delta Express International;;DLI;DELTA EXPRESS;Ukraine
Delta State University;;DSU;DELTA STATE;United States
Denim Air;;DNM;DENIM;Netherlands
Denim Air ;J7;\N;DNM;Norway
Dennis Sky;DH;DSY;DSY;Israel
Dense Airways;KP;DWA;DENSE;United States
Dense Connection;KZ;DC2;DC2;United States
Denver Express;;FEC;FALCON EXPRESS;United States
Denver Jet;;DJT;DENVER JET;United States
Departmento De Agricultura De La Generalitat De Cataluna;;FGC;FORESTALES;Spain
DERA Boscombe Down;;BDN;GAUNTLET;United Kingdom
Deraya Air Taxi;;DRY;DERAYA;Indonesia
Des R Cargo Express;;DRX;;Mauritania
Desarrollo Milaz;;MIZ;MILAZ;Mexico
DESNA;;DSN;DESNA;Ukraine
Destiny Air Services;;DTY;DESTINY;Sierra Leone
DETA Air;;DET;SAMAL;Kazakhstan
Deutsche Bahn;2A;;;Germany
Deutsche Luftverkehrsgesellschaft;DW;DLT;;Germany
Deutsche Luftverkehrsgesellschaft (DLT);DW;DWD;;Germany
Deutsche Rettungsflugwacht;1I;AMB;CIVIL AIR AMBULANCE;Germany
Deutsches Zentrum fur Luft-und Raumfahrt EV;;LFO;LUFO;Germany
Dexter (DXT);;DXT;Dexter;Russia
DFS UK Limited;;VLF;VOLANTE;United Kingdom
DGO Jet;;DGO;DGO JET;Mexico
DHL Aero Expreso;;DAE;YELLOW;Panama
DHL Air;;DHK;WORLD EXPRESS;United Kingdom
DHL Aviation;;DHV;WORLDSTAR;South Africa
DHL de Guatemala;L3;JOS;;Guatemala
DHL International;ES;DHX;DILMUN;Bahrain
Di Air;;DIS;DI AIR;Serbia
Diamond Aviation;;SPK;SPARKLE;United States
Didier Rousset Buy;;DRB;DIDIER;Chile
Digital Equipment Corporation;;DGT;DIGITAL;United States
Dinar;D7;RDN;AERO DINAR;Argentina
Diplomatic Freight Services;;DIP;DIPFREIGHT;United Kingdom
Direccion General de Aviacion Civil y Telecomunicasciones;;ENA;ENA;Spain
Direct Aero Services;;DSV;;Romania
Direct Air;;DIA;BLUE SKY;United States
Direct Air trading as Midway Connection;;XAP;MID-TOWN;United States
Direct Flight;;DCT;;United Kingdom
Dirgantara Air Service;AW;DIR;DIRGANTARA;Indonesia
Discover Air;;DCV;DISCOVER;United States
Discovery Airways;DH;DVA;DISCOVERY AIRWAYS;United States
Dispatch Services;;XDS;;United States
Dix Aviation;;DIX;DIX FLIGHT;Germany
Dixie Airways;;DEE;TACAIR;United States
Djibouti Airlines;D8;DJB;DJIBOUTI AIR;Djibouti
DLR;;GPL;GERMAN POLAR;Germany
Dniproavia;;UDN;DNIEPRO;Ukraine
Dobrolet;QD;DOB;DOBROLET;Russia
Dolphin Express Airlines;;IXX;ISLAND EXPRESS;United States
Dome Petroleum;;DPL;DOME;Canada
Domenican Airlines;D1;MDO;Domenican;Dominican Republic
Dominguez Toledo (Grupo Mayoral);;MYO;MAYORAL;Spain
Dominicana de Aviaci;DO;DOA;DOMINICANA;Dominican Republic
Domodedovo Airlines;E3;DMO;DOMODEDOVO;Russia
Don Avia;;DVB;DONSEBAI;Kazakhstan
Donair Flying Club;;DON;DONAIR;United Kingdom
DonbassAero;5D;UDC;DONBASS AERO;Ukraine
Dorado Air;;DAD;DORADO AIR;Dominican Republic
Dornier;;DOR;DORNIER;Germany
Dornier Aviation Nigeria;;DAV;DANA AIR;Nigeria
Dos Mundos;;DOM;DOS MUNDOS;Dominican Republic
Dragonair;KA;HDA; Hong Kong Dragon Airlines;DRAGON
Dreamcatcher Airways;;DCA;DREAM CATCHER;United Kingdom
Druk Air;KB;DRK;ROYAL BHUTAN;Bhutan
Drummond Island Air;;DRE;MICHIGAN;United States
Катэкавиа;;КТК;;Russia
DSWA;;RSK;REDSKIN;United States
Dubai Airwing;;DUB;DUBAI;United Arab Emirates
Dubrovnik Air;;DBK;SEAGULL;Croatia
Ducair;;DUK;LION KING;Luxembourg
Duchess of Britany (Jersey) Limited;;DBJ;DUCHESS;United Kingdom
Dummy;0E;\N;;France
Dun'Air;;DUN;DUNAIR;Mauritania
Duncan Aviation;;PHD;PANHANDLE;United States
Dunyaya Bakis Hava Tasimaciligi;;VVF;WORLDFOCUS;Turkey
Duo Airways;;DUO;FLY DUO;United Kingdom
Durango Jet;;DJE;DURANGO JET;Mexico
Dutch Antilles Express;;DNL;DUTCH ANTILLES;Netherlands Antilles
Dutch Caribbean Express;;DCE;DUTCH CARIBBEAN;Netherlands Antilles
Dutchbird;;DBR;DUTCHBIRD;Netherlands
Dwyer Aircraft Services;;DFS;DWYAIR;United States
Псковавиа;;PKV;;Russia
Dynair Services;;XDY;;United States
Dynamair Aviation;;DNR;DYNAMAIR;Canada
Dynamic Air;;DYE;DYNAMIC;Netherlands
Dynamic Airways;;DYA;;United States
E H Darby Aviation;;EHD;PLATINUM AIR;United States
EAA Escola De Aviacao Aerocondor;;EAD;AERO-ESCOLA;Portugal
Eagle Aero;;ICR;ICARUS FLIGHTS;United States
Eagle Air;;EGR;EAGLE SIERRA;Sierra Leone
Eagle Air;H7;;;Uganda
Eagle Air Company;;EGX;THAI EAGLE;Thailand
Eagle Air Iceland;;FEI;ARCTIC EAGLE;Iceland
Eagle Atlantic Airlines;E2;\N;;Ghana
Eagle Aviation;;GYP;GYPSY;United Kingdom
Eagle Aviation;;EGU;AFRICAN EAGLE;Uganda
Eagle Aviation France;;EGN;FRENCH EAGLE;France
Eagle Canyon Airlines;;TLO;TALON AIR;United States
Eagle International;;SEG;SEN-EAGLE;Senegal
Eagle Jet Charter;;EGJ;EAGLE JET;United States
Eaglemed (Ballard Aviation);;EMD;EAGLEMED;United States
Eagles Airlines;;EGS;EAGLES;Italy
Earth Airlines Services;;ERX;EARTH AIR;Nigeria
East African;QU;UGX;CRANE;Uganda
East African Safari Air;S9;HSA;DUMA;Kenya
East African Safari Air Express;;EXZ;TWIGA;Kenya
East Asia Airlines;;EMU;;Macao
East Coast Airways;;ECT;EASTWAY;South Africa
East Coast Jets;;ECJ;EASTCOAST JET;United States
East Hampton Aire;;EHA;AIRE HAMPTON;United States
East Horizon;;EHN;EAST HORIZON;Afghanistan
East Kansas City Aviation;;EKC;BLUE GOOSE;United States
East Midlands Helicopters;;CTK;COSTOCK;United Kingdom
East Star Airlines;;DXH;EAST STAR;China
Eastar Jet;ZE;ESR;Eastar;South Korea
Eastern Air;;EAZ;EASAIR;Zambia
Eastern Air Executive;;EAX;EASTEX;United Kingdom
Eastern Airways;T3;EZE;EASTFLIGHT;United Kingdom
Eastern Atlantic Charters;;EDI;;United States
Eastern Atlantic Virtual Airlines;13;EAV;EAVA;United States
Eastern Australia Airlines;;EAQ;;Australia
Eastern Carolina Aviation;;ECI;EASTERN CAROLINA;United States
Eastern Executive Air Charter;;GNS;GENESIS;United Kingdom
Eastern Express;;LIS;LARISA;Kazakhstan
Eastern Metro Express;;EME;EMAIR;United States
Eastern Pacific Aviation;;EPB;EAST PAC;Canada
Eastern Sky Jets;;ESJ;EASTERN SKYJETS;United Arab Emirates
Eastland Air;DK;ELA;;Australia
Eastok Avia;;EAA;;Kyrgyzstan
East-West Airlines;;EWA;EASTWEST;Australia
Eastwind Airlines;W9;SGR;STINGER;United States
Easy Link Aviation Services;;FYE;FLYME;Nigeria
EasyFly;;EFY;EASYFLY;Colombia
easyJet;U2;EZY;EASY;United Kingdom
EasyJet (DS);DS;\N;;Switzerland
Eckles Aircraft;;CMN;CIMMARON AIRE;United States
Eclipse Aviation;;EJT;ECLIPSE JET;United States
